,textname,word,tfidf_score
359,Bush_2001,health care,0.20698693585037017
360,Taft_1911,tobacco company,0.20684255595196532
361,Roosevelt_1945,united nation,0.20682923575313017
362,Cleveland_1896,second class,0.20642994116124977
363,Roosevelt_1903,new granada,0.20639661788636182
364,Monroe_1818,buenos ayres,0.20612189057462896
365,Hayes_1878,fiscal year,0.20599433715795357
366,Truman_1951,united nation,0.20582209183097122
367,Truman_1949,social security,0.20580462282332906
368,Bush_1990,every one u,0.20564576123147502
369,Obama_2016,climate change,0.20542247880980213
370,Hayes_1879,civil service,0.20541119365546667
371,Kennedy_1962,united nation,0.2052672394554729
372,Adams_1800,gentleman senate,0.2052037971463908
373,Biden_2023,mental health,0.204919440088715
374,Roosevelt_1905,monroe doctrine,0.20486076354037025
375,Taft_1911,per cent,0.2047626222426692
376,Reagan_1982,government spending,0.20475511356056386
377,Roosevelt_1901,forest reserve,0.20474021272235637
378,Taft_1910,prize court,0.20466228970306624
379,Roosevelt_1934,one nation,0.2045423271560039
380,Cleveland_1894,circulating note,0.20454124990735767
381,Obama_2014,business leader,0.20421166640576374
382,Roosevelt_1908,saving bank,0.20400148261673656
383,Adams_1797,british subject,0.20387130119073563
384,Fillmore_1851,fiscal year,0.20379735528415174
385,Harrison_1892,fiscal year,0.20374263051436808
386,Clinton_1995,middle class,0.20368645121486925
387,Truman_1952,united nation,0.20366034717933612
388,Wilson_1919,american business,0.2034831489670117
389,Washington_1796,west indie,0.20315280502688213
390,Buchanan_1859,year ending,0.20303281325842515
391,Arthur_1881,five twenty,0.20284041694567762
392,Washington_1792,service ensuing,0.2025753700111453
393,Washington_1792,annual interest,0.2025753700111453
394,Washington_1792,law purpose,0.2025753700111453
395,Lincoln_1862,square mile,0.20255076617466788
396,Johnson_1964,side side,0.20245993076223143
397,Trump_2020,health care,0.2024193896121422
398,Bush_1989,child care,0.20231722740482744
399,Obama_2013,country like,0.20222713160131578
400,Coolidge_1928,per cent,0.20220425628911082
401,Roosevelt_1945,national service,0.20195019636940617
402,Reagan_1983,year ahead,0.20179410839828046
403,Roosevelt_1901,president mckinley,0.20118453798631403
404,Roosevelt_1935,private capital,0.20111407547389026
405,Pierce_1855,right state,0.20111382677057793
406,Washington_1793,within united state,0.2010210984858449
407,Harrison_1890,tariff act,0.20077651171989552
408,Obama_2016,seven year,0.20070417867221724
409,Cleveland_1895,treasury note,0.20055588874154723
410,Taft_1912,foreign service,0.20051999702245793
411,Buren_1839,banking institution,0.20046185853793635
412,Jefferson_1807,funded debt,0.20034567825539204
413,Washington_1791,weight measure,0.2002691627045002
414,Truman_1950,united nation,0.20009290869334745
415,Obama_2010,cut tax,0.20009225242263692
416,Roosevelt_1942,u mean,0.20003447625187126
417,Coolidge_1927,federal government,0.19999007104866545
418,Roosevelt_1940,national unity,0.19991442273250232
419,Bush_1992,plan would,0.19956858424806964
420,Carter_1981,human right,0.19951696734661084
421,Roosevelt_1938,business men,0.19942759029239016
422,Wilson_1918,acre land,0.19931158750265918
423,Coolidge_1926,tax reduction,0.19866362375971347
424,Buchanan_1857,domestic institution,0.1984771141970335
425,Roosevelt_1906,national government,0.19844587210580042
426,Adams_1799,gentleman senate,0.19830608484158374
427,McKinley_1897,interest bearing,0.19829081762596323
428,Jefferson_1805,nearly million,0.1981678326555442
429,Coolidge_1924,reduction tax,0.19799550151408402
430,Roosevelt_1935,people work,0.1979404091224761
431,Madison_1809,british government,0.19788354327830007
432,Cleveland_1893,increase preceding,0.19764728665744136
433,Cleveland_1893,increase preceding year,0.19764728665744136
434,Wilson_1915,cent per,0.19763478986966895
435,Tyler_1843,relation amity,0.19748059863948847
436,Wilson_1913,porto rico,0.19728448522052433
437,Harrison_1891,fiscal year,0.19722132309261298
438,Johnson_1969,throughout land,0.19703409376674436
439,McKinley_1897,interest bearing debt,0.1970083014827657
440,McKinley_1897,bearing debt,0.1970083014827657
441,Bush_2007,war terror,0.19674808115273829
442,Eisenhower_1957,civil right,0.1966081028531479
443,Jefferson_1804,authority law,0.19650564681558175
444,Eisenhower_1954,grant aid,0.1963167413035738
445,Obama_2015,still need,0.1962724786112285
446,Johnson_1868,three hundred,0.1960604662562508
447,Reagan_1987,soviet union,0.19598846508767523
448,Monroe_1818,government spain,0.19588685738670564
449,Polk_1847,new mexico,0.19581409467635422
450,Roosevelt_1908,interstate commerce,0.1957397474232254
451,Taft_1909,tariff board,0.1957007299663403
452,Reagan_1984,economic recovery,0.19567097477727433
453,Buchanan_1860,fugitive slave,0.19559283992466311
454,Washington_1793,throughout united state,0.1954830539616986
455,Washington_1793,throughout united,0.1954830539616986
456,Washington_1793,within united,0.1954830539616986
457,Harrison_1890,per cent,0.19541148150630094
458,Harrison_1891,per cent,0.19525972623479412
459,Madison_1810,order council,0.19509581205858373
460,Reagan_1986,going forward,0.19497873960926998
461,Wilson_1917,peace world,0.19471577675781396
462,Kennedy_1962,strong america,0.1946194447921457
463,Fillmore_1850,respectfully recommend,0.19456792673745318
464,Bush_2005,make sure,0.1945466975407866
465,Bush_1992,health insurance,0.19373576892417277
466,Hoover_1932,per cent,0.19310140364437894
467,Jefferson_1803,service ensuing year,0.19305141216620791
468,Cleveland_1893,year ending,0.19285719740309648
469,Cleveland_1885,silver coinage,0.19268251915823129
470,Roosevelt_1906,inheritance tax,0.1921996544763821
471,Truman_1953,soviet union,0.1921381388709835
472,Jackson_1832,public debt,0.1920967073779093
473,Madison_1809,due government,0.1920033387794097
474,Arthur_1881,state department,0.19175493833735988
475,Monroe_1817,public land,0.19174561914091032
476,Roosevelt_1939,military economic,0.19164843017259806
477,Hayes_1877,fiscal year,0.19162064960671318
478,Pierce_1856,railroad company,0.1913979253301981
479,Clinton_1993,spending cut,0.1913302459068732
480,Obama_2011,clean energy,0.19128310095572484
481,Nixon_1970,quality life,0.19102422754269446
482,Roosevelt_1945,war production,0.1909042941019763
483,Jefferson_1807,last communication,0.1909040166515839
484,Jefferson_1807,shall found,0.1909040166515839
485,Washington_1791,post road,0.19083110703791636
486,Buchanan_1859,year ending 30th,0.19079001080285515
487,Bush_2004,saddam hussein,0.19052585502649727
488,Cleveland_1885,fiscal year,0.19037436637360172
489,Truman_1953,united nation,0.19036690002404488
490,Adams_1800,treaty amity commerce,0.1903354618252374
491,Jefferson_1805,armed vessel,0.1901621642149632
492,Hoover_1932,public work,0.1900678193926146
493,Taylor_1849,german empire,0.1897539945373736
494,Jefferson_1804,preserving peace,0.1896298976139939
495,Taft_1909,saving bank,0.18950655896952356
496,Hayes_1878,secretary interior,0.1894496484113375
497,Cleveland_1887,per cent,0.18934336047171607
498,Buren_1840,public money,0.18920085228262085
499,Monroe_1818,minister plenipotentiary,0.1891964590069655
500,Roosevelt_1903,public land,0.18909341829150464
501,Bush_1992,right thing,0.1889170844321827
502,Jefferson_1802,another year,0.18864180312873766
503,Bush_2004,prescription drug,0.18827709137959261
504,Johnson_1866,representative state,0.1881726944993734
505,Pierce_1856,domestic institution,0.18808899820830532
506,Roosevelt_1940,rest world,0.18800182580064095
507,Roosevelt_1902,philippine island,0.1879354485880599
508,Coolidge_1925,national government,0.18791845222371883
509,Wilson_1915,hundred thirty,0.1876621570559143
510,Buren_1840,national bank,0.187512089633969
511,Obama_2013,make sure,0.18745616175742702
512,McKinley_1899,enlisted men,0.1874197964888483
513,Cleveland_1893,year ending june,0.18731173428671563
514,Adams_1800,amity commerce,0.18720218626794333
515,Buchanan_1859,ending 30th,0.18713405528009705
516,Kennedy_1962,developing nation,0.18706337728774022
517,Cleveland_1888,ended june,0.18694302906862054
518,Cleveland_1888,year ended june,0.18694302906862054
519,Ford_1977,new administration,0.1868746605485207
520,Grant_1871,two power,0.18680997586216347
521,Washington_1791,land united state,0.18673873960099216
522,Washington_1791,land united,0.18673873960099216
523,Washington_1791,gentleman senate,0.18673873960099216
524,Madison_1810,minister london,0.1865303333026632
525,Coolidge_1926,federal reserve system,0.18644900092849293
526,Jefferson_1808,funded debt,0.1864213902593718
527,Trump_2018,u tonight,0.18610460202243706
528,Arthur_1883,five twenty,0.18595508872664304
529,Clinton_2000,child care,0.18595128693410024
530,Monroe_1821,ceded united,0.1859264632128715
531,Monroe_1821,ceded united state,0.1859264632128715
532,Buren_1840,public service,0.18566940907431143
533,Roosevelt_1937,mass people,0.18565049403895653
534,Truman_1949,price support,0.18558760161954535
535,Cleveland_1893,fine ounce,0.18519365901776733
536,Biden_2021,affordable care,0.1851829881097445
537,Jefferson_1803,service ensuing,0.1851030162610803
538,Roosevelt_1934,last spring,0.18484778459830806
539,Madison_1811,order council,0.1844932459955969
540,Madison_1811,national right,0.1844932459955969
541,Cleveland_1893,ending june,0.1843885955239749
542,Hoover_1929,public health,0.18402495805418417
543,Taft_1912,water power,0.18380999727058644
544,Harrison_1889,silver dollar,0.1835595949696177
545,Bush_1990,tonight announcing,0.18326360496649718
546,Roosevelt_1904,interstate commerce,0.18324304568402836
547,Wilson_1919,balance trade,0.18318906695977621
548,Monroe_1818,laid congress,0.1831652541172632
549,Washington_1791,well disposed,0.18297412649200223
550,Reagan_1988,federal government,0.1828791884227976
551,Madison_1815,treasury note,0.18278639648559233
552,Madison_1810,standing army,0.18276992162013875
553,Coolidge_1926,reserve system,0.18245060762726234
554,Monroe_1818,commanding general,0.18244386499223156
555,Grant_1874,carrying mail,0.1823695724763775
556,Bush_2006,member congress,0.18199856341451118
557,Polk_1848,new mexico california,0.18196024529001145
558,Polk_1848,favored class,0.18196024529001145
559,Polk_1848,mexico california,0.18196024529001145
560,Jefferson_1808,order council,0.1818086592815761
561,Johnson_1965,new program,0.18179919104174244
562,Bush_2005,younger worker,0.18170407349446985
563,Jefferson_1801,think proper,0.18149820122097388
564,Eisenhower_1954,free world,0.18149733731765463
565,Wilson_1917,point view,0.18141839940972174
566,Clinton_1998,go college,0.1812961668082777
567,Roosevelt_1934,part nation,0.18112129273832533
568,Clinton_1995,cold war,0.181054623302106
569,Cleveland_1887,increase price,0.18102465508691895
570,Eisenhower_1954,fiscal year,0.18087723277092316
571,Harding_1922,interstate commerce commission,0.18078686130018082
572,Harding_1922,commerce commission,0.18078686130018082
573,Clinton_2000,health care,0.18003453619615623
574,Polk_1848,protective tariff,0.18003237358322174
575,Hoover_1929,per annum,0.179862812649566
576,Roosevelt_1902,wage worker,0.1797375492165736
577,Washington_1791,important object,0.1794886391620578
578,Grant_1876,santo domingo,0.17934891956632182
579,Madison_1809,toward united state,0.17922739539101556
580,Madison_1809,toward united,0.17922739539101556
581,Monroe_1822,west indie,0.1788263270665355
582,Adams_1800,treaty amity,0.17880268497398336
583,Jackson_1833,charge affaire,0.17868705514955902
584,Obama_2013,deficit reduction,0.17855784182964018
585,Jefferson_1801,law subject,0.17851040340271618
586,Jefferson_1804,peace friendship,0.17813987220025168
587,Roosevelt_1943,fighting men,0.1781058057537568
588,Reagan_1988,arm reduction,0.178057387694992
589,Bush_2005,men woman,0.1780192934923664
590,Clinton_1994,create job,0.17798107123846046
