,textname,word,tfidf_score
100,Obama_2010,small business,0.29749599753958345
101,Johnson_1966,people south,0.29608571779765036
102,Taft_1911,anti trust,0.2944367748089056
103,Wilson_1916,eight hour,0.2942727010131454
104,McKinley_1898,puerto rico,0.2938467522817456
105,Buchanan_1859,fiscal year,0.29326436429976993
106,Ford_1975,growth federal,0.2931221365394886
107,Jackson_1835,bank united,0.292608508958923
108,Monroe_1819,minister united,0.2909166235133315
109,Reagan_1986,meet commitment,0.2897856957614679
110,Jefferson_1805,sea men,0.28876512417097827
111,Bush_2007,hope opportunity,0.28855067073028257
112,Nixon_1971,state locality,0.28841398354368447
113,Wilson_1916,hour day,0.28834022620786903
114,Buren_1837,public land,0.2868251710469841
115,Carter_1981,past four,0.2865478470181255
116,Nixon_1973,working together,0.28639522860193767
117,Jackson_1836,deposit bank,0.2860306169260883
118,Washington_1791,debt united,0.2857777643337292
119,Cleveland_1886,fiscal year,0.2835736344542448
120,McKinley_1897,gold reserve,0.2826385619660862
121,Madison_1812,order council,0.28240036036883615
122,Carter_1981,four year,0.28180413881611327
123,Cleveland_1896,fiscal year,0.27917034306354305
124,Bush_2002,good job,0.2789058858900176
125,Reagan_1988,let u,0.27845635519191364
126,Buren_1838,public money,0.27754877346009904
127,Reagan_1984,great goal,0.2755530205576758
128,Truman_1947,atomic energy,0.27368325706133456
129,Wilson_1918,million acre,0.273021071813442
130,Wilson_1918,industry country,0.273021071813442
131,Buchanan_1859,30th june,0.27281647377683754
132,Washington_1794,constitution united,0.27265398979483374
133,Roosevelt_1907,interstate commerce,0.272333558508792
134,Roosevelt_1936,good neighbor,0.2722256310643238
135,Nixon_1973,higher tax,0.2721757974749991
136,Truman_1950,better life,0.27002667852676876
137,Adams_1827,january 1st,0.2699854915052749
138,Roosevelt_1939,good faith,0.26911038243673435
139,Harding_1921,merchant marine,0.26869900760424176
140,Clinton_2000,tonight propose,0.26833930065920253
141,Pierce_1856,new granada,0.2680737449271914
142,Roosevelt_1936,world affair,0.2667376204806733
143,Bush_1991,persian gulf,0.26632057167339224
144,Pierce_1856,northern state,0.26475512043380023
145,Jefferson_1808,minister london,0.26432767724556033
146,Eisenhower_1958,ballistic missile,0.26378532001605426
147,Roosevelt_1903,isthmus panama,0.2621506352800417
148,Roosevelt_1940,trade agreement,0.26169069273704904
149,Harding_1921,executive branch,0.26094182359822715
150,Roosevelt_1935,recovery act,0.2608465919759332
151,Arthur_1883,establishment including,0.25944613402457517
152,Cleveland_1888,per cent,0.25941924957252244
153,Pierce_1855,central america,0.2592601820888128
154,Bush_1990,new world,0.25886559373861456
155,Biden_2022,rescue plan,0.2568399991306249
156,Roosevelt_1940,look ahead,0.2568300511678941
157,Clinton_1993,let say,0.2567929009850131
158,Eisenhower_1958,economic aid,0.25669632204936405
159,Polk_1846,rio grande,0.25605466588517034
160,Madison_1814,near million,0.2558865140888218
161,Roosevelt_1908,great corporation,0.2556408612637999
162,Buren_1840,federal government,0.2552523227106432
163,Nixon_1971,open door,0.25503319903555444
164,Trump_2018,north korea,0.25502574884453727
165,Trump_2020,audience member,0.25497512610146145
166,Madison_1812,sea men,0.25482733573396865
167,Coolidge_1926,wage earner,0.2545530181930263
168,Roosevelt_1935,national resource,0.2543678783118596
169,Eisenhower_1954,federal government,0.2537676975719186
170,Truman_1952,free nation,0.25355514240205923
171,Ford_1976,growth federal,0.2530032162047382
172,Truman_1947,collective bargaining,0.2529747786959455
173,Bush_2004,health care,0.25247034453170497
174,Monroe_1819,government spain,0.2523356992773705
175,Harding_1922,per cent,0.25060778332850303
176,Adams_1798,disposition part,0.2505170928317897
177,Adams_1798,gentleman house,0.2505170928317897
178,Nixon_1970,see america,0.24978166279515668
179,Washington_1796,catholic majesty,0.24933964230668068
180,Cleveland_1893,preceding year,0.248974301649493
181,Carter_1978,human right,0.24884969093216056
182,Johnson_1968,shall recommend,0.24865055716953666
183,McKinley_1900,philippine island,0.24814012798479296
184,Harrison_1892,increase per,0.2463655173075051
185,Trump_2019,southern border,0.24633333154688328
186,Wilson_1915,twenty five,0.24625092915831281
187,Hayes_1880,civil service,0.2460382785611024
188,Adams_1797,gentleman house,0.24575093390453062
189,Ford_1977,long term,0.2455233573251056
190,Cleveland_1888,purchase bond,0.24480209447434306
191,Washington_1795,course session,0.24470803193218893
192,Bush_1990,every one,0.24461291224476772
193,Washington_1790,great satisfaction,0.24453969370496623
194,Trump_2020,year old,0.24419274726844148
195,Clinton_1997,four year,0.24384684825448608
196,Obama_2013,middle class,0.24379367968475094
197,Eisenhower_1958,long range,0.24353423348375003
198,Arthur_1883,actual estimated,0.2434416277717769
199,Bush_1990,one u,0.24318044973851227
200,Jefferson_1802,upward million,0.24181044948872413
201,Madison_1809,order council,0.2416435218943928
202,Kennedy_1962,balance payment,0.2415131745095163
203,Wilson_1915,one hundred,0.24055980943763278
204,Harding_1922,working condition,0.24039046162027844
205,Truman_1951,north atlantic,0.24014555121276945
206,Tyler_1843,treasury note,0.239896045385773
207,Clinton_1997,balance budget,0.23984568181715246
208,Bush_1992,hard time,0.23939061160158887
209,Wilson_1917,people world,0.23928778784540952
210,Obama_2015,middle class,0.2387508130836676
211,Taft_1912,panama canal,0.23849901056657702
212,Jefferson_1806,private individual,0.23848768650067723
213,Carter_1980,middle east,0.23830104776723798
214,Trump_2018,tax cut,0.23806965860005927
215,Roosevelt_1943,world war,0.2379918681496828
216,Buchanan_1857,republic honduras,0.2377991172413783
217,Obama_2010,recovery act,0.2376783643705865
218,Truman_1951,free world,0.23760261664422536
219,Clinton_1997,21st century,0.23736352433696015
220,Cleveland_1895,treasury note,0.23725609929915834
221,Roosevelt_1936,national income,0.23720162311769485
222,Polk_1845,public money,0.23684845515912464
223,Jefferson_1807,armed vessel,0.23682731662100764
224,Roosevelt_1941,national policy,0.2367334185127665
225,Obama_2015,hard time,0.2363973394644747
226,Roosevelt_1945,armed force,0.23626941018610442
227,Obama_2009,care reform,0.23613007557019414
228,Adams_1799,commissioner appointed,0.23551427468248204
229,Bush_2002,war terror,0.23518374096893216
230,Bush_2002,homeland security,0.23518374096893216
231,Johnson_1967,let u,0.23490447850412877
232,Ford_1977,third century,0.2348945823530131
233,Carter_1979,soviet union,0.23472234046254814
234,Clinton_2000,21st century,0.23452769169431853
235,Nixon_1972,let u,0.23444976823280245
236,Nixon_1970,clean water,0.23437333073783345
237,Bush_2005,security benefit,0.2342157909168253
238,Nixon_1971,full employment,0.23407696801071584
239,Carter_1980,persian gulf,0.23377636366520546
240,Jefferson_1806,sea port,0.23367982567409404
241,Bush_1991,hard work,0.23324433550431814
242,Roosevelt_1944,win war,0.23317327207523936
243,Buchanan_1859,african slave,0.23262675402623129
244,Cleveland_1893,fiscal year,0.232043395176035
245,Harrison_1892,value import,0.23170482284651614
246,Johnson_1867,southern state,0.23145548018080783
247,Jackson_1832,general government,0.23114954169602012
248,Eisenhower_1958,military strength,0.23069989315843256
249,Roosevelt_1940,must look,0.23060215345966997
250,Jefferson_1808,right interest,0.23031980431982926
251,Reagan_1982,interest rate,0.22924815316175526
252,Wilson_1914,great people,0.22918182210309
253,Madison_1815,peace establishment,0.22884393739819023
254,Adams_1800,gentleman senate,0.2287413639013755
255,Reagan_1985,tax rate,0.22833338146053395
256,Ford_1976,state local,0.22830923378260504
257,Buren_1838,court district,0.2276227112529745
258,Polk_1848,new mexico,0.22686002804661656
259,Arthur_1882,five twenty,0.22675916465778154
260,Buchanan_1859,year ending,0.22641218609004352
261,Cleveland_1894,per cent,0.2263636501927464
262,Roosevelt_1941,new order,0.22571918731447668
263,Wilson_1916,body men,0.22554125121024682
264,Madison_1814,major general,0.2253011589927319
265,Carter_1978,foreign policy,0.2251575223590337
266,Bush_1992,let tell,0.2246232744252487
267,Cleveland_1887,purchase bond,0.22417637160101272
268,Eisenhower_1955,free nation,0.22401738568785456
269,Taft_1909,postal saving,0.22391677333400384
270,Coolidge_1924,cost government,0.22339632228407474
271,Truman_1951,defense effort,0.22329058769920643
272,Harding_1921,branch government,0.22292221171177462
273,Jefferson_1803,new orleans,0.2228886391686923
274,Johnson_1866,senator representative,0.22237803369069575
275,Bush_1989,economic growth,0.2217961803767553
276,Biden_2022,tonight announcing,0.22171926888323049
277,Biden_2022,cut cost,0.22171926888323049
278,Johnson_1967,soviet union,0.2215201316365174
279,Monroe_1821,revenue law,0.221479965434678
280,Johnson_1969,meet commitment,0.2210378444047559
281,Obama_2016,new economy,0.220560739766971
282,Carter_1979,nuclear arm,0.22049506444939912
283,Hoover_1932,social economic,0.21979794250271803
284,Obama_2011,democrat republican,0.21958984678902715
285,Jackson_1833,discriminating duty,0.21958967336215926
286,Jefferson_1802,million principal,0.2194045083761301
287,Jefferson_1802,country men,0.2194045083761301
288,Carter_1979,year must,0.21932555443178184
289,Roosevelt_1903,across isthmus,0.2192482286028806
290,Pierce_1855,municipal law,0.21887635466226826
291,Bush_1990,eastern europe,0.21876873744151668
292,Cleveland_1896,per cent,0.2186850994027414
293,Obama_2009,every american,0.21860609328777755
294,Bush_1992,capital gain,0.21857721883906947
295,Bush_1992,real estate,0.21857721883906947
296,Adams_1797,british subject,0.2185388034121256
297,Buren_1837,new state,0.21826676674809417
298,Lincoln_1863,naval service,0.21816310106863626
299,Roosevelt_1934,recovery act,0.21810071938008535
300,Bush_2002,weapon mass,0.21806829285182983
301,Clinton_2000,tax credit,0.21777092317682148
302,Johnson_1968,tax bill,0.21772275608607286
303,Hayes_1879,civil service,0.2175878800868191
304,Kennedy_1963,cannot afford,0.21749607079979244
305,Cleveland_1894,fiscal year,0.21734696828279146
306,Biden_2023,came together,0.21729842046106315
307,Monroe_1817,lake erie,0.21723233298789396
308,Hayes_1878,fiscal year,0.21720453996924338
309,Truman_1953,world war,0.21690416384666739
310,Taft_1910,prize court,0.2168777816185043
311,Jackson_1834,french government,0.21661515974511142
312,Roosevelt_1944,soldier sailor,0.21657551716343187
313,Madison_1814,thousand american,0.2165538790485925
314,Hoover_1930,fiscal year,0.21616631502749178
315,Biden_2022,thank thank,0.2157513787452869
316,Truman_1948,economic system,0.2155856408877254
317,Wilson_1914,water power,0.21555989486447402
318,Fillmore_1851,fiscal year,0.2152399115260737
319,Jefferson_1802,direct tax,0.21498136034498702
320,Nixon_1974,energy need,0.21494330153855515
321,Kennedy_1963,free world,0.21478691630056163
322,Buchanan_1857,circulation deposit,0.21473491130520356
323,Reagan_1984,help u,0.21457087870386427
324,Reagan_1982,state local,0.2145405307740185
325,Roosevelt_1903,new granada,0.2144868834109432
326,Bush_2004,law enforcement,0.2143978412228535
327,Carter_1979,human right,0.21436500528591657
328,Washington_1793,within united,0.21422868940523873
329,Washington_1793,throughout united,0.21422868940523873
330,Harrison_1892,fiscal year,0.21419609641235646
331,Cleveland_1896,second class,0.2141237665168811
332,Roosevelt_1904,wage worker,0.21370172902117562
333,Bush_2002,mass destruction,0.21339182477204674
334,Carter_1978,rate inflation,0.21330490552439943
335,Taft_1911,tobacco company,0.2131725553411717
336,Adams_1799,gentleman senate,0.21283757020682917
337,Washington_1796,west indie,0.21277258399368254
338,Madison_1814,private property,0.21263887872733098
339,Washington_1791,weight measure,0.21257603025227512
340,Trump_2020,unemployment rate,0.21255992565634105
341,Trump_2020,illegal alien,0.21247927175121786
342,Buren_1837,public money,0.21234910128852788
343,Polk_1846,people texas,0.21231593740862562
344,Lincoln_1862,square mile,0.212067719583689
345,Reagan_1985,let u,0.21165401637535225
346,Reagan_1986,family community,0.21148927554688407
347,Eisenhower_1959,price stability,0.21136852113836568
348,Obama_2015,make sure,0.21129124362903276
349,Cleveland_1894,circulating note,0.2112902741868824
350,Trump_2018,asking congress,0.21107059897071562
351,Taft_1911,per cent,0.2110289694542623
352,Reagan_1982,federal grant,0.21093050626434445
353,Madison_1809,british government,0.21055132516587113
354,Buren_1839,banking institution,0.2103680069444827
355,Cleveland_1893,increase preceding,0.2101698341786955
356,Polk_1846,war mexico,0.20986273059020324
357,Monroe_1824,late war,0.20956459093200416
358,Hoover_1929,per cent,0.20948212075304062
359,Monroe_1818,buenos ayres,0.209357241647739
360,Buchanan_1859,ending 30th,0.20868267482425598
361,Adams_1800,amity commerce,0.20867490761733132
362,Truman_1952,world war,0.20854759908186382
363,Madison_1810,bearing date,0.2085201957764213
364,Pierce_1855,right state,0.2083919586636444
365,Obama_2016,climate change,0.2081648785341238
366,Carter_1981,human right,0.20788107855944413
367,Bush_2001,health care,0.20686770474592772
368,Truman_1951,soviet union,0.20686312864156003
369,Reagan_1983,domestic spending,0.20660579740993057
370,Reagan_1983,arm reduction,0.20660579740993057
371,Roosevelt_1905,monroe doctrine,0.2063214179375773
372,Biden_2023,mental health,0.20621750737370967
373,Washington_1792,service ensuing,0.2062032988817203
374,Washington_1792,annual interest,0.2062032988817203
375,Washington_1792,law purpose,0.2062032988817203
376,Bush_2006,math science,0.20618922787773913
377,McKinley_1897,interest bearing,0.20594143001161158
378,Taft_1909,tariff board,0.20557986159694247
379,Reagan_1982,government spending,0.2055133944289726
380,Roosevelt_1934,one nation,0.20546798574222952
381,Harrison_1890,tariff act,0.20540733985273218
382,Arthur_1881,five twenty,0.2052632129979985
383,Cleveland_1893,year ending,0.2050762541892486
384,Roosevelt_1901,forest reserve,0.2050397287313264
385,Truman_1951,united nation,0.20495614644842441
386,Johnson_1868,three hundred,0.20482712177757426
387,Truman_1949,social security,0.20479918974045644
388,McKinley_1897,bearing debt,0.2046094308212038
389,Madison_1812,near million,0.20443699046877983
390,Madison_1809,due government,0.20429469144597426
391,Buchanan_1857,domestic institution,0.20378472177347665
392,Kennedy_1962,united nation,0.20378125187498014
393,Harrison_1891,fiscal year,0.20371934155789098
394,Obama_2013,country like,0.20366051464782478
395,Obama_2016,seven year,0.20338358886846217
396,Obama_2014,business leader,0.20330476503716838
397,Roosevelt_1938,business men,0.20320931006642592
398,Taft_1912,foreign service,0.2029057106449046
399,Polk_1847,new mexico,0.20280585543195895
400,Roosevelt_1935,private capital,0.20259504207425877
401,Washington_1791,post road,0.20255799063095453
402,Jefferson_1807,funded debt,0.20250726068205815
403,Roosevelt_1945,united nation,0.20242812177205183
404,Obama_2010,cut tax,0.20235212647678782
405,Roosevelt_1942,u mean,0.20216953507381677
406,Harrison_1891,per cent,0.20169311430208242
407,Roosevelt_1901,president mckinley,0.20147885237176333
408,Roosevelt_1940,national unity,0.20146777137989164
409,Johnson_1964,side side,0.20140674112153487
410,Clinton_1995,middle class,0.20130816765838008
411,Fillmore_1850,respectfully recommend,0.20126448034736996
412,Bush_1989,child care,0.20113609903883406
413,Truman_1952,united nation,0.20081904898980393
414,Cleveland_1895,purchase silver,0.2007716685826676
415,Johnson_1866,representative state,0.20065322234057198
416,Bush_2005,make sure,0.20061590368763424
417,Coolidge_1928,per cent,0.2006055729747692
418,Johnson_1969,throughout land,0.20055667439800387
419,Roosevelt_1908,saving bank,0.20054905003465007
420,Jefferson_1802,one american,0.20015713264678855
421,Jefferson_1808,near million,0.20014067159398138
422,Coolidge_1927,federal government,0.20006019831543925
423,Jefferson_1805,nearly million,0.19994723313508997
424,Harrison_1890,per cent,0.19991856741135502
425,Cleveland_1885,silver coinage,0.1998873374989091
426,Eisenhower_1958,defense effort,0.199829579738194
427,Hayes_1878,secretary interior,0.19975948998523554
428,Bush_1992,plan would,0.1997011179756196
429,Taylor_1849,german empire,0.19969469370700635
430,Truman_1950,united nation,0.19965013703766052
431,Roosevelt_1935,people work,0.1993980054348323
432,Adams_1800,treaty amity,0.1993119552315082
433,Wilson_1919,american business,0.1992067136498916
434,Tyler_1843,relation amity,0.19918978792041228
435,Taft_1909,saving bank,0.19907300382256218
436,Monroe_1818,government spain,0.19896155630629844
437,Coolidge_1926,tax reduction,0.19881203186794721
438,Wilson_1913,porto rico,0.19877740653597262
439,Roosevelt_1906,national government,0.1986727773214516
440,Washington_1791,gentleman senate,0.19821414052279468
441,Washington_1791,land united,0.19821414052279468
442,Reagan_1983,year ahead,0.19813316991749186
443,Pierce_1856,railroad company,0.19789407607607323
444,Madison_1810,order council,0.19788691937499212
445,Madison_1811,national right,0.1978571658653084
446,Madison_1811,order council,0.1978571658653084
447,Reagan_1987,soviet union,0.19780653735998707
448,Roosevelt_1945,national service,0.19765290334172325
449,Cleveland_1885,fiscal year,0.19749287786304867
450,Obama_2015,still need,0.1972041119811581
451,Hoover_1932,per cent,0.19705578323374698
452,Cleveland_1893,fine ounce,0.19692716892273426
453,Coolidge_1924,reduction tax,0.19690032604312438
454,Truman_1953,soviet union,0.1967553360093041
455,Eisenhower_1954,grant aid,0.19672654612762513
456,Trump_2020,health care,0.19656271628567495
457,Roosevelt_1903,public land,0.196505438791624
458,Hayes_1877,fiscal year,0.19639639876217435
459,Monroe_1821,ceded united,0.19633119667838972
460,Cleveland_1893,ending june,0.19607109817238327
461,Monroe_1817,public land,0.1959110255939628
462,Obama_2011,clean energy,0.19589169812087978
463,Cleveland_1888,ended june,0.19580209744499358
464,Adams_1827,colonial port,0.1951501232149491
465,Wilson_1915,cent per,0.19497267711417535
466,Truman_1953,united nation,0.1949415332082051
467,Wilson_1917,peace world,0.1948630984659929
468,Grant_1871,two power,0.19453507040983758
469,Pierce_1856,domestic institution,0.1944728421496326
470,Roosevelt_1908,destruction forest,0.19429336874122685
471,Bush_2004,saddam hussein,0.1942276327952355
472,Washington_1791,well disposed,0.1942181857819964
473,McKinley_1899,enlisted men,0.19421378407583395
474,Eisenhower_1957,civil right,0.19405855891828216
475,Arthur_1881,state department,0.1940453256014583
476,Hoover_1932,public work,0.19396007647317948
477,Bush_1992,health insurance,0.19386442907232196
478,Wilson_1918,acre land,0.19383691477499146
479,Reagan_1984,economic recovery,0.193685869159652
480,Jackson_1832,public debt,0.19345655906490344
481,Reagan_1986,going forward,0.1932252820805743
482,Kennedy_1962,strong america,0.19321053960761303
483,Clinton_1993,spending cut,0.1931380113466673
484,Jefferson_1807,last communication,0.1929637304980089
485,Jefferson_1807,shall found,0.1929637304980089
486,Roosevelt_1908,interstate commerce,0.19242713286305116
487,Roosevelt_1906,inheritance tax,0.19241941769737667
488,Monroe_1818,minister plenipotentiary,0.1921661434251044
489,Bush_2004,prescription drug,0.19193517731829493
490,Cleveland_1887,per cent,0.19187697005860002
491,Jefferson_1805,armed vessel,0.19186967971665278
492,Jefferson_1803,service ensuing,0.19133263486863147
493,Nixon_1970,quality life,0.1909396821260575
494,Roosevelt_1902,philippine island,0.19086632987618818
495,Madison_1809,toward united,0.19070087881200815
496,Washington_1791,important object,0.19051850955581948
497,Roosevelt_1939,military economic,0.19004353398924922
498,Adams_1799,good faith,0.18984334654816948
499,Buren_1840,public money,0.18973289234134394
500,Roosevelt_1940,rest world,0.18946261276049378
501,Madison_1810,minister london,0.1891988999547081
502,Bush_1992,right thing,0.18904254448638916
503,Jefferson_1808,funded debt,0.18898661204313025
504,Obama_2013,make sure,0.18878484837874782
505,Carter_1980,soviet military,0.1884147889366177
506,Jefferson_1804,authority law,0.18836681742693479
507,Polk_1848,favored class,0.18835711743324132
508,Polk_1848,mexico california,0.18835711743324132
509,Arthur_1883,five twenty,0.1881527463413294
510,Grant_1876,santo domingo,0.18811519064663818
511,Buren_1840,national bank,0.18803938082730426
512,Roosevelt_1937,mass people,0.18779448479832378
513,Nixon_1974,five year,0.18778549865362604
514,Monroe_1821,domestic manufacture,0.1877114796453648
515,Grant_1874,carrying mail,0.18748974525678383
516,Bush_2005,younger worker,0.18737263273346022
517,Harrison_1889,silver dollar,0.18700484795438746
518,Roosevelt_1945,war production,0.1868420465441748
519,Bush_2007,war terror,0.18667079365874775
520,Ford_1977,new administration,0.18656861043359574
521,Madison_1815,treasury note,0.18651379003885332
522,Taft_1910,international prize,0.18644819146199207
523,Polk_1848,protective tariff,0.18636147076386445
524,Cleveland_1888,approval senate,0.18626517493103556
525,Jackson_1833,charge affaire,0.1862215556268905
526,Buren_1840,public service,0.18619151857918523
527,Madison_1811,foreign government,0.18618529274019616
528,Monroe_1818,laid congress,0.1860402709328605
529,Taft_1912,water power,0.18599690142449588
530,Cleveland_1886,last fiscal,0.18593936397586877
531,Kennedy_1962,developing nation,0.18570917261215722
532,Roosevelt_1934,last spring,0.18568431531220625
533,Madison_1810,standing army,0.18538469053839812
534,Monroe_1818,commanding general,0.18530755866755835
535,Wilson_1915,hundred thirty,0.1851343742584046
536,Cleveland_1888,year ended,0.18503032943760608
537,Adams_1797,commissioner appointed,0.18501954191996037
538,Reagan_1988,federal government,0.1849806146508177
539,Coolidge_1925,national government,0.18495459402445397
540,Harding_1922,commerce commission,0.1848178147867881
541,Truman_1949,price support,0.18468093629842933
542,Hoover_1929,public health,0.1846527678883477
543,Grant_1872,britannic majesty,0.18464483279851973
544,Biden_2021,affordable care,0.184644462655175
545,Trump_2018,u tonight,0.1845969465945523
546,Bush_1990,tonight announcing,0.18455286071053797
547,Jefferson_1808,order council,0.18431040831700674
548,Cleveland_1888,american citizenship,0.18429504434780303
549,Washington_1791,may practicable,0.18385225079331424
550,Bush_2005,men woman,0.1835728999219735
551,Cleveland_1887,increase price,0.18344695180990908
552,Taft_1911,restraint trade,0.18340964050931902
553,Clinton_1998,go college,0.18334017619723142
554,Monroe_1821,article treaty,0.18325631212836405
555,Nixon_1974,make year,0.18299618584740904
556,Pierce_1855,general government,0.18296469285995065
557,Roosevelt_1904,interstate commerce,0.18264858414240506
558,Coolidge_1926,reserve system,0.18258690409166595
559,Roosevelt_1902,wage worker,0.18254058304404258
560,Pierce_1855,northern state,0.18243553249560548
561,McKinley_1899,puerto rico,0.18223850866008057
562,Grant_1872,line territory,0.1819567475307357
563,Roosevelt_1934,part nation,0.1819409591716873
564,Eisenhower_1954,free world,0.18187620711699706
565,Clinton_2000,child care,0.18185634463768707
566,Madison_1811,state toward,0.1818259414456203
567,Jefferson_1804,preserving peace,0.18177584655399906
568,Wilson_1917,point view,0.18155566033917056
569,Madison_1813,near million,0.18142897725648793
570,Eisenhower_1954,fiscal year,0.18125480812215597
571,Jefferson_1803,year million,0.1811207093155438
572,Bush_2006,member congress,0.18079779409308358
573,Monroe_1822,west indie,0.18073854797439184
574,Jefferson_1806,near million,0.18057543667210552
575,Hoover_1929,per annum,0.18047642312814285
576,Taft_1911,tariff board,0.18021657634367388
577,McKinley_1897,state note,0.18015307320517446
578,Tyler_1841,gold silver,0.18012309708665536
579,Nixon_1974,health care,0.18010845741760856
580,Reagan_1988,arm reduction,0.1801034076266309
581,Harding_1922,might well,0.18003781462257587
582,Obama_2013,deficit reduction,0.17982345728525778
583,Clinton_1997,must build,0.1797913446734239
584,Taft_1909,federal court,0.17978853253481192
585,Truman_1953,eight year,0.17969085754918382
586,Madison_1809,minister plenipotentiary,0.17968907766771983
587,Adams_1825,act congress,0.17963254521688624
588,Roosevelt_1943,north africa,0.17960532049527722
589,Jefferson_1801,think proper,0.17942472450986804
590,Wilson_1919,balance trade,0.17933913540704569
591,Johnson_1965,new program,0.17930300523383727
592,Obama_2009,also know,0.17927108902764047
593,Jackson_1830,general government,0.17922400367084595
